Index	FileName	SentenceHebrew	Transcription	Russian
317	s_efd4785025e3.mp3	אֲנִי לוֹקֵחַ תְּרוּפָה עַכְשָׁיו.	анӣ локéах труфá ахшáв.	Я принимаю лекарство сейчас.
318	s_288bd4876b68.mp3	הוּא מְתַכְנֵת טוֹב מְאֹד.	hу мэтахнэ́т тов меóд.	Он очень хороший программист.
319	s_c24bdc967515.mp3	אֲנִי עוֹבֵד בַּמִּשְׂרָד הַזֶּה.	анӣ овэ́д ба-мисрáд hа-зэ.	Я работаю в этом офисе.
320	s_b929e648cfd1.mp3	אֲנִי שׁוֹלֵחַ קוֹרוֹת חַיִּים.	анӣ шолéах корóт хайӣ́м.	Я отправляю резюме.
321	s_3bf833ff696f.mp3	אֲנִי מְאַחֵל לְךָ הַצְלָחָה!	анӣ мэахэ́ль лехá hацлахá!	Я желаю тебе успеха!
322	s_c58e0fb2dec1.mp3	אֲנִי אוֹהֵב סְפּוֹרְט מְאוֹד.	анӣ оhэ́в спорт меóд.	Я очень люблю спорт.
323	s_4389c174eee3.mp3	אֲנִי אוֹהֵב שְׂחִיָּה בַּיָּם.	анӣ оhэ́в схийá ба-ям.	Я люблю плавание в море.
324	s_05a05d53534d.mp3	הוּא מְנַגֵּן בַּגִּיטָרָה עַכְשָׁיו.	hу мэнагэ́н ба-гитáра ахшáв.	Он сейчас играет на гитаре.
325	s_d9adae4128e4.mp3	אֲנִי הוֹלֵךְ לַדּוֹאַר הַיּוֹם.	анӣ hолéх ла-дóар hа-йом.	Я иду на почту сегодня.
326	s_499051c4cebc.mp3	אֲנִי פּוֹתֵחַ חֶשְׁבּוֹן בַּנְק.	анӣ потéах хешбóн банк.	Я открываю банковский счёт.
327	s_d2fca264cef5.mp3	אֲנִי מְשַׁלֵּם בְּכַרְטִיס אַשְׁרַאי.	анӣ мэшалэ́м бэ-хартӣс ашрáй.	Я расплачиваюсь кредитной картой.
328	s_633443cdc2ba.mp3	אֲנִי רוֹצֶה לְשַׁלֵּם בִּמְזוּמָּן.	анӣ роцэ́ лэшалэ́м би-мзумáн.	Я хочу заплатить наличными.
329	s_abd0a7cf53cf.mp3	הוּא מְסַפֵּר סִיפּוּר מְעַנְיֵן.	hу мэсапэ́р сипýр меаньéн.	Он рассказывает интересный рассказ.
330	s_55026da6327a.mp3	הוּא עוֹשֶׂה מִקְלַחַת בַּבֹּקֶר.	hу осэ́ миклáхат ба-бóкер.	Он принимает душ утром.
331	s_b32de411ada6.mp3	אֲנִי כּוֹתֵב בְּרָכָה לַחֲתוּנָּה.	анӣ котéв брахá ла-хатунá.	Я пишу поздравление на свадьбу.
332	s_610b46d77dcb.mp3	פֶּסַח הוּא חַג הָאָבִיב.	Пэ́сах hу хаг hа-авӣв.	Песах — это праздник весны.
333	s_a98b3f000182.mp3	הוּא תָּמִיד קָם מוּקְדָם.	hу тамӣ́д кам мукдáм.	Он всегда встаёт рано.
334	s_cc0cfd4ce033.mp3	אֲנִי קָם מוּקְדָם בַּבֹּקֶר.	анӣ кам мукдáм ба-бóкер.	Я встаю рано утром.
335	s_1f4dd25e290b.mp3	הוּא בָּא הַבַּיְתָה מְאוּחָר.	hу ба hабáйта меухáр.	Он приходит домой поздно.
336	s_ee194e557f58.mp3	אֲנִי לוֹמֵד כָּל יוֹם.	анӣ ломéд коль йом.	Я учусь каждый день.
337	s_074af231820d.mp3	אֲנִי מְחַפֵּשׂ עֲבוֹדָה טוֹבָה.	анӣ мехапéс аводá товá.	Я ищу хорошую работу.
338	s_76150304c6b0.mp3	הוּא מְדַבֵּר לְאַט מְאֹד.	hу медабéр леáт меóд.	Он говорит очень медленно.
339	s_45429c606b28.mp3	אֲנִי מַרְגִּישׁ מְצוּיָן הַיּוֹם.	анӣ маргӣ́ш мецуйáн hайóм.	Я чувствую себя отлично сегодня.
340	s_614855052fc9.mp3	סְלִיחָה, אֲנִי מִצְטַעֵר מְאֹד.	слихá, анӣ́ мицтаэ́р меóд.	Извините, мне очень жаль.
341	s_614855052fc9.mp3	סְלִיחָה, אֲנִי מִצְטַעֶרֶת מְאֹד.	слихá, анӣ́ мицтаэ́рет меóд.	Извините, мне очень жаль.
342	s_d246e493d450.mp3	אֲנִי רוֹצֶה לְדַבֵּר אִיתְּךָ.	анӣ роцэ́ ледабéр итхá.	Я хочу поговорить с тобой.
343	s_24b127ef5388.mp3	אַתָּה רוֹצֶה לָבוֹא אִיתָּנוּ?	атá роцэ́ лавó итáну?	Ты хочешь пойти с нами?
344	s_554e5b65da80.mp3	אֲנִי שׁוֹמֵעַ אוֹתְךָ מְצוּיָן.	анӣ шомéа отхá мецуйáн.	Я слышу тебя отлично.
345	s_924a57d3138f.mp3	אֲנִי מַכִּיר אוֹתוֹ טוֹב.	анӣ макӣ́р отó тов.	Я хорошо его знаю.
346	s_a36df10773f3.mp3	בֶּטַח, אֲנִי בָּא מָחָר!	бéтах, анӣ ба махáр!	Конечно, я приду завтра!
347	s_b530bf1cabf5.mp3	הוּא עוֹבֵד בְּבֵית חוֹלִים.	Ху овэ́д бэ-вейт холӣм.	Он работает в больнице.
348	s_2d369f8262fa.mp3	אֲנִי שׁוֹתֶה מִיץ תַּפּוּזִים.	Анӣ шотэ́ миц тапузӣм.	Я пью апельсиновый сок.
349	s_97d3be934480.mp3	אֲנִי גָּר בַּקּוֹמָה הַשְּׁלִישִׁית.	Анӣ гар ба-комá hа-шлишӣт.	Я живу на третьем этаже.
350	s_6a1334d34414.mp3	אֲנִי צָרִיךְ מְשַׁכֵּךְ כְּאֵבִים.	Анӣ царӣх мэшакэ́х кээвӣм.	Мне нужно обезболивающее.
351	s_e6b55c892298.mp3	אֲנִי אוֹהֶבֶת שַׁקְשׁוּקָה.	Ани охэ́вет шакшýка.	Я люблю шакшуку.
352	s_7df023605e0f.mp3	הַיֶּלֶד הוֹלֵךְ לְגַן יְלָדִים.	hа-йэ́лед hолэ́х лэ-ган йэладӣм.	Ребёнок идёт в детский сад.
353	s_7f4c60274cd7.mp3	אֲנִי אוֹהֵב אֶת הַטֶּבַע.	Ани охэ́в эт hа-тэ́ва.	Я люблю природу.
354	s_b18399224ad1.mp3	אֲנִי גָּר פֹּה.	ани́ гар по.	Я живу здесь.
355	s_c699ce40dede.mp3	לְאָן אַתָּה הוֹלֵךְ?	леáн атá hолэ́х?	Куда ты идёшь?
356	s_9e87f9a16346.mp3	לָמָּה אַתָּה עָצוּב?	ламá атá ъацу́в?	Почему ты грустный?
357	s_2539f439f11b.mp3	אֲנִי רוֹצֶה דִּיבּוּר שׁוֹטֵף.	ани́ роцэ́ дибу́р шотэ́ф.	Я хочу говорить бегло.
358	s_b0cddfa64af7.mp3	אֲנִי חוֹשֵׁב עַל הֶעָתִיד.	ани́ хошэ́в аль hэ-атӣ́д.	Я думаю о будущем.
359	s_d242f5aed6f1.mp3	אֲנִי צָרִיךְ חוּפְשָׁה עַכְשָׁו.	ани́ царӣ́х хуфшá ахшáв.	Мне нужен отпуск сейчас.
360	s_e990ca0b3c30.mp3	הוּא קָנָה נֶכֶס יָקָר.	hу канá нэ́хес якáр.	Он купил дорогую недвижимость.
361	s_e0e17ca2e7ad.mp3	הוּא מַשְׁקִיעַ כֶּסֶף בְּנַדְלָ"ן.	hу машкӣ́а кéсеф бэ-надлáн.	Он инвестирует деньги в недвижимость.
362	s_85f7757be026.mp3	אֲנִי מְשַׁלֵּם מַס הַכְנָסָה.	анӣ мэшалéм мас hахнасá.	Я плачу подоходный налог.
363	s_408fd51d4280.mp3	הוּא מְתַכְנֵן פְּתִיחַת עֵסֶק.	hу мэтахнэ́н птихáт э́сек.	Он планирует открытие бизнеса.
364	s_23c6b418d460.mp3	הוּא יַחֲזוֹר בְּקָרוֹב הַבַּיְתָה.	hу яхазóр бэ-карóв hабáйта.	Он скоро вернётся домой.
365	s_bed1f0677752.mp3	הוּא יְסַדֵּר אֶת הָעִנְיָין.	hу йэсадéр эт hа-иньян.	Он уладит этот вопрос.
366	s_5185f01b5953.mp3	אֲנִי מַבְטִיחַ לְךָ לַעֲזוֹר.	анӣ мавтӣах лехá лаазóр.	Я обещаю тебе помочь.
367	s_f46061f9bdc4.mp3	אַל תִּדְאַג, אֲנִי עוֹזֵר.	аль тид’áг, анӣ озéр.	Не волнуйся, я помогаю.
368	s_ebcea952488a.mp3	אַתָּה מוּזְמָן לֶאֱכוֹל אִתָּנוּ.	атá музмáн лээхóль итáну.	Ты приглашён пообедать с нами.
369	s_cc85f8a9a875.mp3	אֲנִי סוֹמֵךְ עָלֶיךָ תָּמִיד.	анӣ сомéх алéйха тамӣ́д.	Я всегда полагаюсь на тебя.
370	s_fb9dfd1d716a.mp3	הוּא עָמַד לְפָנַי בַּתּוֹר.	hу амáд лэфанáй ба-тор.	Он стоял передо мной в очереди.
371	s_4ea678c41194.mp3	מָה בְּעֶצֶם אַתָּה רוֹצֶה?	ма бээ́цем атá роцэ́?	Что, собственно говоря, ты хочешь?
372	s_7c9179eecfea.mp3	כְּלוֹמַר, אַתָּה לֹא מַסְכִּים?	кломáр, атá ло маскӣ́м?	То есть, ты не согласен?
373	s_4507b7dbe501.mp3	אֲנִי רוֹצֶה יוֹתֵר זְמַן.	анӣ роцэ́ йотэ́р зман.	Я хочу больше времени.
374	s_8499eb43f8c0.mp3	אֲנִי כָּל כָּךְ עָיֵף.	анӣ коль ках айéф.	Я так устал.
375	s_fb114eb76fc7.mp3	הוּא עָרַךְ רֵאָיוֹן בִּלְעָדִי.	hу арáх рэайóн бильадӣ.	Он провёл эксклюзивное интервью.
376	s_4c3720ebb735.mp3	הוּא יָזָם מַצְלִיחַ מְאוֹד.	hу язáм мацлӣ́ах меóд.	Он очень успешный предприниматель.
377	s_606b0d94e531.mp3	הוּא מְנַהֵל מֶחְקָר וּפִיתּוּחַ.	hу менаhéль мэхкáр у-фитýах.	Он руководит исследованиями и разработками.
378	s_735c84e32b4b.mp3	הוּא לוֹמֵד בִּינָה מְלָאכוּתִית.	hу ломéд бинá мэлахутӣ́т.	Он изучает искусственный интеллект.
379	s_3b542925f1d9.mp3	הוּא קָנָה רֶכֶב חַשְׁמַלִּי.	hу канá рéхев хашмалӣ.	Он купил электромобиль.
380	s_5a08fb838c61.mp3	אֲנִי צָרִיךְ רוֹפֵא מוּמְחֶה.	анӣ царӣ́х рофэ́ мумхэ́.	Мне нужен врач-специалист.
381	s_9a6e186afd08.mp3	הוּא הִשְׁתַּחְרֵר מֵאִשְׁפּוּז הַיּוֹם.	hу hиштахарéр мэ-ишпýз hа-йом.	Он выписался из больницы сегодня.
382	s_6bb1ec738e39.mp3	הוּא חֲבַר כְּנֶסֶת חָדָשׁ.	hу хавáр кнéсет хадáш.	Он новый депутат Кнессета.
383	s_364ea099d7b1.mp3	הוּא רוֹצֶה שֵׁירוּת קְרָבִי.	hу роцэ́ шерýт кравӣ́.	Он хочет боевую службу.
384	sahbak_amiti.mp3	הוּא סַחְבָּק אֲמִתִּי שֶׁלָּנוּ.	hу сáхбак амитӣ́ шелáну.	Он наш настоящий свой парень.
385	s_f900c9f2e168.mp3	הוּא שַׂחְקָן כִּשְׁרוֹנִי מְאֹד.	hу сахкáн кишронӣ́ меóд.	Он очень талантливый актёр.
386	s_c46381e1ce63.mp3	אֲנִי לוֹמֵד סִפְרוּת עִבְרִית.	анӣ́ ломéд сифрýт иврӣ́т.	Я изучаю ивритскую литературу.
387	s_2ba023054af4.mp3	הוּא כָּתַב תְּלוּנָה רִשְׁמִית.	hу катáв тлунá ришмӣ́т.	Он написал официальную жалобу.
388	s_6b081c08b1af.mp3	הוּא מַתְחִיל תּוֹאַר שֵׁנִי.	hу матхӣ́ль тóар шенӣ́.	Он начинает учебу на вторую степень (магистратуру).
389	s_f1bff064b25f.mp3	הוּא לוֹמֵד בְּמִכְלָלָה טוֹבָה.	hу ломéд бе-михлалá товá.	Он учится в хорошем колледже.
390	s_1782c9bd3fdc.mp3	הוּא מְנַהֵל עֲמוּתָּה גְּדוֹלָה.	hу менаhéль амутá гдолá.	Он руководит большой некоммерческой организацией.
391	s_04462deb7f3b.mp3	הוּא מִתְנַדֵּב בְּבֵית חוֹלִים.	hу митнадэ́в бе-вéйт холӣ́м.	Он волонтёр в больнице.
392	s_00acd2480a5c.mp3	הוּא נָשָׂא נְאוּם מַרְשִׁים.	hу насá нэýм маршӣ́м.	Он произнёс впечатляющую речь.
393	s_1d962719d3af.mp3	הוּא עוֹבֵד בִּמְכוֹן מֶחְקָר.	hу овэ́д би-мэхóн мэхкáр.	Он работает в научно-исследовательском институте.
394	s_cf03111b155c.mp3	הוּא חוֹקֵר אֶת הַגֵּנֵטִיקָה.	hу хокэ́р эт hа-генэ́тика.	Он исследует генетику.
395	s_d8314e718677.mp3	הוּא נָתַן נִימּוּק מְשַׁכְנֵעַ.	hу натáн нимýк мэшахнéа.	Он привёл убедительный довод.
396	s_b553b0921b07.mp3	הוּא בּוֹגֵר הָאוּלְפָּן הַזֶּה.	hу богэ́р hа-ульпáн hа-зэ́.	Он выпускник этого ульпана.
397	s_634050c3c792.mp3	הוּא צָרִיךְ לַעֲבוֹר נִיתּוּחַ.	hу царӣ́х лаавóр нитýах.	Ему нужно перенести операцию.
398	s_ff680f707df2.mp3	אֲנִי מְאַחֵל בְּרִיאוּת אֵיתָנָה!	анӣ́ мэахéль бриýт эйтанá!	Я желаю крепкого здоровья!
399	tachles_tsodek.mp3	תַּכְלֶס, אַתָּה מַמָּשׁ צוֹדֵק.	тáхлес, атá мамáш цодéк.	По сути, ты совершенно прав.
400	s_80323bf969f7.mp3	אֲנִי רוֹצֶה לְהַחְלִיף מִידָּה.	анӣ́ роцэ́ лэhахлӣ́ф мидá.	Я хочу поменять размер.
401	s_1d1185ba32a6.mp3	סְלִיחָה, אֲנִי חוֹלֵק עָלֶיךָ.	слихá, анӣ́ холéк алéйха.	Простите, я с вами не согласен.
402	s_2d21162c2253.mp3	אֲנִי חוֹתֵם בִּכְבוֹד רַב.	анӣ́ хотéм би-хвóд рав.	Я подписываю с глубоким уважением.
403	s_1efbd020a4ca.mp3	בְּהֶמְשֵׁךְ לַשִּׂיחָה אֲנִי כּוֹתֵב.	бэ-hэмшéх ла-сихá анӣ́ котéв.	В продолжение разговора я пишу.
404	s_294138abf8e4.mp3	אֲנִי אֶשְׂמַח מְאוֹד לִתְשׁוּבַתְכֶם.	анӣ́ эсмáх мэóд ли-тшуватхéм.	Я буду очень рад вашему ответу.
405	s_ae7871c542b6.mp3	אֲנִי מְאַחֵל בְּהַצְלָחָה עֲנָקִית!	анӣ́ мэахéль бэ-hацлахá анакӣ́т!	Я желаю огромных успехов!
406	s_94768a594b2c.mp3	אֲנִי מְאַחֵל דֶּרֶךְ צְלֵחָה!	анӣ́ мэахéль дéрех цлехá!	Я желаю счастливого пути!
407	s_18f9c00a1467.mp3	כֵּן, אֲנִי מֵבִין הַכֹּל.	кен, анӣ мевӣ́н hакóль.	Да, я всё понимаю.
408	s_ac9f93fb9ab5.mp3	לֹא, אֲנִי לֹא רוֹצֶה.	ло, анӣ ло роцé.	Нет, я не хочу.
409	s_6b0b2ee9255f.mp3	מֵאַיִן אַתָּה בָּאָרֶץ?	меáйин атá ба-áрец?	Откуда ты в стране?
410	s_5f969196efbe.mp3	מֵאֵיפֹה אַתָּה מַכִּיר אוֹתוֹ?	мэ-э́йфо атá макӣ́р отó?	Откуда ты его знаешь?
411	s_32fb5f55849f.mp3	אֲנִי מְדַבֵּר עִבְרִית קְצָת.	анӣ медабéр иврӣ́т кцат.	Я немного говорю на иврите.
412	s_e28bff7036f4.mp3	גַּם אֲנִי לוֹמֵד עִבְרִית.	гам анӣ ломéд иврӣ́т.	Я тоже учу иврит.
413	s_80bfc1049149.mp3	מָה אַתָּה עוֹשֶׂה עַכְשָׁיו?	ма атá осэ́ ахшáв?	Что ты сейчас делаешь?
414	s_e1a9bc963702.mp3	אֲנִי מְשַׁלֵּם לְוַעַד הַבַּיִת.	анӣ мешалéм ле-вáад hа-бáйт.	Я плачу домовому комитету.
415	s_413b47b7561b.mp3	אֲנִי מְחַפֵּשׂ שׁוּתָף לַדִּירָה.	анӣ мехапéс шутáф ла-дирá.	Я ищу соседа по квартире.
416	s_07bfdfa13db2.mp3	אֲנִי כּוֹתֵב צֵ'ק לַדִּירָה.	анӣ котéв чек ла-дирá.	Я выписываю чек за квартиру.
417	s_1f5e82c36782.mp3	הוּא אִישׁ טוֹב לֵב.	hу иш тов лев.	Он добросердечный человек.
418	s_fe835a43d0ed.mp3	הוּא מְדַבֵּר כָּל הַזְּמַן.	hу медабéр коль hа-змáн.	Он всё время говорит.
419	s_1c947a9439a4.mp3	אֲנִי לוֹקֵחַ שְׁתֵּי טִיפּוֹת.	анӣ локéах штэй типóт.	Я принимаю две капли.
420	s_0969917e0a77.mp3	אֲנִי נוֹסֵעַ בַּכִּיוּוּן הַזֶּה.	анӣ носéа ба-кивӯ́н hа-зэ.	Я еду в этом направлении.
421	s_66a68d3832e4.mp3	אֲנִי מְאַחֵל נְסִיעָה טוֹבָה!	анӣ меахéль несиá товá!	Я желаю счастливого пути!
422	s_aa81f5b61f00.mp3	אֲנִי עָיֵף כִּי עָבַדְתִּי.	анӣ аéф ки авáдети.	Я устал, потому что работал.
423	s_1d9c07e5e475.mp3	אֵיךְ אַתָּה מַרְגִּישׁ הַיּוֹם?	эйх атá маргӣ́ш hа-йом?	Как ты себя чувствуешь сегодня?
424	s_075a8a357f9f.mp3	אֲנִי בְּיִשְׂרָאֵל חוֹדֶשׁ אֶחָד.	анӣ́ бе-Исраэ́ль хóдеш эхáд.	Я в Израиле один месяц.
425	s_633b9d9995ea.mp3	אֲנִי פֹּה פַּעַם רִאשׁוֹנָה.	анӣ́ по пáам ришонá.	Я здесь в первый раз.
426	s_1dbe7f4ae357.mp3	אֲנִי כּוֹתֵב שִׁעוּרֵי בַּיִת.	анӣ́ котéв шиурéй бáит.	Я делаю домашнее задание.
427	s_c07fe6dc9b30.mp3	דָּנִי הוּא תַּלְמִיד מִצְטַיֵּן.	дáни hу тальмӣ́д мицтайéн.	Дани — отличник.
428	s_3f37a9b03914.mp3	אֲנִי כְּבָר מוּכָן לָצֵאת.	анӣ́ квар мухáн лацéт.	Я уже готов выходить.
429	s_16eaa2c073f1.mp3	אֲנִי עוֹד לֹא מוּכָן.	анӣ́ од ло мухáн.	Я ещё не готов.
430	s_a2a02013b593.mp3	אֲנִי רוֹצֶה לִשְׁלוֹחַ אִימֵייל.	анӣ́ роцé лишлóах имéйл.	Я хочу отправить имейл.
431	s_59beee027b2f.mp3	אֲנִי רוֹצֶה לִשְׁלוֹחַ הוֹדָעָה.	анӣ́ роцé лишлóах hодаá.	Я хочу отправить сообщение.
432	s_863193acdd9a.mp3	אֲנִי מְשַׁלֵּם לְבִיטּוּחַ לְאוּמִּי.	анӣ́ мешалéм ле-витӯ́ах леумӣ́.	Я плачу в Службу национального страхования.
433	s_c7d8ca2491f6.mp3	דָּנִיאֵל הוּא עוֹלֶה חָדָשׁ.	Даниэ́ль hу олé хадáш.	Даниэль — новый репатриант.
434	s_cb6045fdf8bc.mp3	אֲנִי קוֹרֵא עִבְרִית קַלָּה.	анӣ́ корé иврӣ́т калá.	Я читаю на простом иврите.
435	s_181bfb326aa5.mp3	אֲנִי מַתְחִיל רָמַת בֵּית.	анӣ́ матхӣ́ль рамáт бет.	Я начинаю уровень Бет.
436	s_1faca5769da0.mp3	הוּא רוֹצֶה לְרַאֲיֵן אוֹתָהּ.	hу роцэ́ лераайéн отáh.	Он хочет взять у неё интервью.
437	s_5f69d8242fa7.mp3	הוּא מְתַוּוֵךְ נַדְלָ"ן מְנוּסֶּה.	hу мэтавéх надлáн менусэ́.	Он опытный риелтор.
438	s_7da9e4c07e5e.mp3	הוּא מַשְׁקִיעַ בְּנַדְלָ"ן בְּיִשְׂרָאֵל.	hу машкíа бенадлáн беисраэ́ль.	Он инвестирует в недвижимость в Израиле.
439	s_f861049425ce.mp3	הוּא כּוֹתֵב סֵפֶר עָלַי.	hу котéв сéфер алáй.	Он пишет книгу обо мне.
440	s_68613ea16590.mp3	אֲנִי חוֹשֵׁב עָלֶיךָ הַרְבֵּה.	анӣ хошéв алéха hарбэ́.	Я много думаю о тебе.
441	s_b4eee7ff49a8.mp3	הוּא עוֹשֶׂה עֲלִיָּה לְיִשְׂרָאֵל.	hу осэ́ алийá ле-йисраэ́ль.	Он совершает алию в Израиль.
442	s_6a638ecd72b4.mp3	הוּא שׁוֹמֵר עָלֵינוּ תָּמִיד.	hу шомéр алéйну тамӣ́д.	Он всегда оберегает нас.
443	s_ccec8d769212.mp3	אֲנִי יוֹדֵעַ הַכֹּל עֲלֵיהֶם.	анӣ йодéа hа-коль алеhéм.	Я знаю всё о них.
444	s_56599b46269c.mp3	הוּא בָּא אֵלַי הַיּוֹם.	hу ба элáй hа-йом.	Он приходит ко мне сегодня.
445	s_64457f8333f7.mp3	אֲנִי בָּא אֵלֶיךָ עַכְשָׁו.	анӣ ба элéха ахшáв.	Я иду к тебе сейчас.
446	s_001af3bfd390.mp3	הוּא מַגִּיעַ אֵלֶיהָ עַכְשָׁו.	hу магӣ́а элéhа ахшáв.	Он приходит к ней сейчас.
447	s_5e6cdf51d7e8.mp3	אֲנִי לֹא הוֹלֵךְ בִּלְעָדֶיךָ.	анӣ ло hолéх бильъадéха.	Я не пойду без тебя.
448	s_fb9dfd1d716a.mp3	הוּא עָמַד לְפָנַי בַּתּוֹר.	hу амáд лефанáй ба-тор.	Он стоял передо мной в очереди.
449	s_32ef60321665.mp3	הוּא הוֹלֵךְ אַחֲרֵינוּ עַכְשָׁו.	hу hолéх ахарéйну ахшáв.	Он идёт за нами сейчас.
450	s_03c964046087.mp3	אֲנִי מַסְכִּים בִּתְנַאי שֶׁתָּבוֹא.	ани маскúм битнáй ше-тавó.	Я согласен при условии, что ты придёшь.
451	s_c688b27cc178.mp3	מִצַּד אֶחָד, הוּא צוֹדֵק.	ми-цáд эхáд, hу цодéк.	С одной стороны, он прав.
452	s_3aa348c0a82d.mp3	כָּל הַכָּבוֹד, אַתָּה אַלּוּף!	коль hа-кавóд, атá алýф!	Молодец, ты чемпион!
453	s_f2f462e54a2b.mp3	אֲנִי שׁוֹתֶה קָפֶה הָפוּךְ.	анӣ шотэ́ кафé hафýх.	Я пью кофе капучино.
454	s_a631a4b7d3c8.mp3	אַתָּה רוֹצֶה קָפֶה שָׁחוֹר?	атá роцэ́ кафé шахóр?	Ты хочешь черный кофе?
455	s_91c860356901.mp3	הוּא מַזְמִין קָפֶה קַר.	hу мазмӣ́н кафé кар.	Он заказывает холодный кофе.
456	s_e891734c69d6.mp3	אֲנִי מְבַקֵּשׁ מַיִם קָרִים.	анӣ мевакéш мáйим карӣ́м.	Я прошу холодную воду.
457	s_ff5dc0f93c3e.mp3	אֲנִי שׁוֹתֶה תֵּה בְּלִי סוּכָּר.	анӣ шотэ́ тэ бли сукáр.	Я пью чай без сахара.
458	s_ca63b683029d.mp3	אֲנִי מַזְמִין מָנָה עִיקָּרִית.	анӣ мазмӣ́н манá икарӣ́т.	Я заказываю основное блюдо.
459	s_a9d05f495e2e.mp3	הוּא אוֹכֵל כָּרִיךְ טָעִים.	hу охéль карӣ́х таӣ́м.	Он ест вкусный бутерброд.
460	s_b9ec9b14f227.mp3	אֲנִי צָרִיךְ כַּף גְּדוֹלָה.	анӣ царӣ́х каф гдолá.	Мне нужна большая ложка.
461	s_53983aac3fbe.mp3	אֲנִי מְחַמֵּם אוֹכֶל בַּמִּיקְרוֹגַל.	анӣ мехамéм óхель ба-микрогáль.	Я грею еду в микроволновке.
462	s_b6f0a9740479.mp3	אֲנִי נוֹסֵעַ בָּרַכֶּבֶת הַקַּלָּה.	анӣ носéа ба-ракéвет hа-калá.	Я еду на трамвае.
463	s_5aa2d8b2829f.mp3	אֲנִי גָּר בְּמֶרְכַּז הָעִיר.	анӣ гар бе-меркáз hа-ӣ́р.	Я живу в центре города.
464	s_73f83ba943d5.mp3	הוּא גֶּבֶר נֶחְמָד מְאוֹד.	hу гéвер нехмáд меóд.	Он очень приятный мужчина.
465	s_8046781a1d08.mp3	דָּנִי הוּא חָבֵר טוֹב.	дáни hу хавéр тов.	Дани — хороший друг.
466	s_9c006ddb7e9a.mp3	הַיּוֹם הוּא יוֹם רִאשׁוֹן.	hайóм hу йом ришóн.	Сегодня воскресенье.
467	s_eb7f1058b721.mp3	אֲנִי לוֹמֵד בְּיוֹם חֲמִישִׁי.	анӣ́ ломéд бе-йóм хамишӣ́.	Я учусь в четверг.
468	s_bc9b033910f6.mp3	מָה אַתָּה עוֹשֶׂה הַיּוֹם?	ма атá осэ́ hайóм?	Что ты делаешь сегодня?
469	s_c794b2d08a92.mp3	אֲנִי הוֹלֵךְ הַבַּיְתָה עַכְשָׁיו.	анӣ́ hолéх hабáйта ахшáв.	Я иду домой сейчас.
470	s_b5998072e145.mp3	הוּא בֶּן שְׁלוֹשִׁים הַיּוֹם.	hу бен шлошӣ́м hайóм.	Ему сегодня тридцать лет.
471	s_053ccd3eb9dd.mp3	אֲנִי רוֹצֶה לִקְבּוֹעַ תּוֹר.	анӣ́ роцэ́ ликбóа тор.	Я хочу записаться на приём.
472	s_ce97bf50befb.mp3	אֲנִי הוֹלֵךְ לְרוֹפֵא מִשְׁפָּחָה.	анӣ́ hолéх ле-рофэ́ мишпахá.	Я иду к семейному врачу.
473	s_7c980e91f0f9.mp3	הוּא לוֹקֵחַ אַנְטִיבִּיּוֹטִיקָה הַיּוֹם.	hу локéах антибиóтика hа-йом.	Он принимает сегодня антибиотики.
474	s_ee0b6e047703.mp3	דָּנִי הוּא מְפַתֵּחַ תּוֹכְנָה.	дáни hу мефатéах тохнá.	Дани — разработчик программного обеспечения.
475	s_18a6a3de2418.mp3	כַּמָּה אַתָּה מְקַבֵּל נֶטוֹ?	кáма атá мекабéль нéто?	Сколько ты получаешь нетто?
476	s_85be81f351ff.mp3	הוּא עָמִית שֶׁלִּי לָעֲבוֹדָה.	hу амӣ́т шелӣ́ ла-аводá.	Он мой коллега по работе.
477	s_e70aaad205e5.mp3	אֲנִי עוֹבֵד בְּמִשְׂרָה מְלֵאָה.	анӣ́ овéд бе-мисрá мелеá.	Я работаю на полную ставку.
478	s_7a10888c2dcf.mp3	הוּא עוֹבֵד בְּחֶבְרַת הַי-טֶק.	hу овéд бе-хеврáт háй-тек.	Он работает в хай-тек компании.
479	s_aadc8dcdf9cc.mp3	אֲנִי אֶעֱזוֹר לְךָ בְּכֵיף.	анӣ́ ээзóр лехá бе-кéйф.	Я с удовольствием помогу тебе.
480	s_4f5b7c11c025.mp3	אֲנִי שׁוֹמֵעַ חֲדָשׁוֹת עַכְשָׁו.	анӣ шомéа хадашóт ахшáв.	Я сейчас слушаю новости.
481	s_37875e73fcd9.mp3	הוּא מְשָׁרֵת בְּצַהַ"ל עַכְשָׁו.	hу мешарéт бе-цáhаль ахшáв.	Он сейчас служит в ЦАХАЛе.
482	s_31ed5aa9d86a.mp3	הוּא מַרְגִּישׁ חוּלְשָׁה גְּדוֹלָה.	hу маргӣ́ш хульшá гдолá.	Он чувствует сильную слабость.
483	s_0f227669ac4e.mp3	הוּא יוֹשֵׁב בְּכִסֵּא גַּלְגַּלִּים.	hу йошéв бе-хисэ́ гальгальӣ́м.	Он сидит в инвалидном кресле.
484	s_d53ed54c46c5.mp3	הוּא הוֹלֵךְ לְפִיזְיוֹתֶרָפְּיָה הַיּוֹם.	hу hолéх ле-физйотерáпья hайóм.	Он идёт на физиотерапию сегодня.
485	s_38b4b2353a9a.mp3	הוּא אוֹכֵל אֲרוּחַת צוֹהֳרַיִם.	hу охéль арухáт цоhорáйим.	Он ест обед.
